id,sentence,label
29,크리스마스 이브에는 따뜻한 케이크와 함께 사랑하는 이들과 즐거운 시간을 보내세요.,12
30,"따뜻한 손길과 따뜻한 마음으로 모든 이들을 포근하게 감싸며, 즐거운 성탄절 되세요.",12
31,"겨울이지만 따뜻한 마음으로 모든 이의 행복을 생각하며, 평화롭고 희망찬 크리스마스를 맞이하세요.",12
32,"따뜻한 사랑과 희망이 넘치는 크리스마스를 바라며, 모두 함께 즐거운 시간을 보내세요.",12
33,"이번 크리스마스는 따뜻한 온기로 모든 이를 감싸며, 즐거운 시간을 보내길 바랍니다. 메리 크리스마스!",12
34,"함께하는 시간이 따뜻함을 더해주는 크리스마스가 되기를 바라며, 즐겁고 평화로운 성탄절 되세요.",12
35,따뜻한 햇살처럼 모든 이들을 밝은 웃음으로 가득 채워주는 성탄절을 보내세요. 메리 크리스마스!,12
36,"크리스마스는 언제나 따뜻한 마음으로 모든 이들을 응원하며, 평화롭고 사랑 가득한 시간을 보내세요.",12
37,"따뜻한 행복이 넘치는 크리스마스를 바라며, 모두 함께 특별한 추억을 만들어나가세요.",12
38,"겨울이지만 따뜻한 마음으로 모든 이의 행복을 생각하며, 평화로운 성탄절을 맞이하세요. 메리 크리스마스!",12
39,"함께 하면 따뜻한 크리스마스가 되는 것을 느끼며, 즐거운 시간을 보내며 새해를 맞이하세요.",12
40,"따뜻한 손길과 따뜻한 마음으로 모두의 행복을 생각하며, 평화롭고 희망찬 크리스마스를 보내세요.",12
41,크리스마스 이브에는 따뜻한 캔들 빛 아래에서 사랑하는 이들과 특별한 추억을 만들어나가세요.,12
42,"따뜻한 미소와 함께 모여 크리스마스를 보내며, 사랑과 행복이 함께하기를 바라며, 메리 크리스마스!",12
43,"이번 크리스마스는 따뜻한 온기로 모든 이를 감싸며, 특별한 성탄절을 보내길 바래요. 메리 크리스마스!",12
44,"함께 하는 것이 크리스마스가 더욱 특별하게 만드는 것을 느끼며, 즐거운 시간을 보내며 새해를 맞이하세요.",12
45,"따뜻한 마음으로 모든 이의 소망을 이뤄주는 크리스마스를 맞이하며, 평화롭고 사랑 가득한 성탄절 되세요.",12
46,"겨울이지만 따뜻한 마음으로 모든 이들을 위로하며, 평화로운 크리스마스를 맞이하세요. 메리 크리스마스!",12
47,"함께하는 이 순간들이 따뜻함을 더해주는 크리스마스가 되기를 바라며, 즐겁고 평화로운 성탄절 되세요.",12
48,"따뜻한 행복이 가득한 크리스마스를 바라며, 모두 함께 소중한 시간을 보내며 새로운 시작을 앞두세요.",12
49,"크리스마스는 언제나 따뜻한 마음으로 모든 이들을 응원하며, 평화롭고 사랑 가득한 성탄절을 맞이하세요.",12
50,"따뜻하고 평화로운 시간을 보내며, 모두 함께 즐거운 크리스마스를 맞이하길 바라며, 메리 크리스마스!",12
