id	Sentences	category
730	"생일 축하해! 너에게 특별한 날이니까, 마음껏 즐겨봐."	0
843	생일 축하해~ 좋은 일로 가득차길 바라!	0
414	희망의 한 해가 되길 기대합니다.	0
696	생일 날에 눈도 오네 ㅋㅋ 생일 축하해!	0
180	"새해에는 모든 어려움을 이겨내고, 더욱 성장하는 모습을 보여주길 바랍니다."	0
137	새해에는 더 나은 삶을 위한 노력과 변화가 이루어지길 바랍니다.	0
435	"2024년, 희망찬 새해가 밝았습니다. 올해는 행복한 일들만 가득하시기 바랍니다."	0
3	2024년 새해에는 행복이 가득한 모든 순간들이 당신을 찾아갈 것입니다.	0
920	"특별한 날이니까, 하고 싶으니까 한 번 해봐. 맛있는 음식 많이 먹고 즐거운 하루 보내~"	0
72	"새로운 시작, 행복한 모든 것들이 매일매일 현실이 되길기를 기대합니다."	0
716	"생일 축하해, 내 친구! 함께 많은 추억 만들자."	0
712	생일 축하해 ㅎㅎ 미역국 먹었냐?	0
196	새해에는 사랑과 관용으로 모든 사람과의 관계를 더욱 풍요롭게 만들어나가길 바랍니다.	0
202	새해에는 새로운 도전과 성취가 있는 한 해가 되시길 소망합니다.	0
742	생일 축하해! 너에게 특별한 일들만 가득한 날이 되길 기대해.	0
29	갑진년에는 희망과 기쁨이 넘치는 모습으로 새해를 맞이하길 바랍니다.	0
76	새로운 시작과 더불어 행복한 해가 되길 기원합니다.	0
642	지난 한 해 동안 보내주신 사랑과 관심에 마음 깊이 감사드립니다. 언제나 행복한 일들만 가득하시길 바랍니다.	0
993	인생은 60부터라잖아요. 좋은거 많이 드시고 오래오래 건강하세요.	0
753	생일 축하해! 많은 사랑과 축복이 가득하길 바라.	0
854	"앞으로도 행복하자. 맛있는 음식 많이 먹고, 좋은 일 한 번 가득하길!"	0
557	올 한 해 동안 여러분과 함께해서 정말 행복했습니다.	0
607	얼마 안된거 같은데 벌써 12월이래! 날씨가 많이 추운데 건강 잘 챙기구 따뜻한 연말 보내!	0
586	내년에도 지금처럼 서로의 곁에서 응원해 주고 힘이 되어주는 존재가 되자!	0
116	새해는 모든 이의 바통을 이어받은 사람들이 이루어내는 성취가 가득한 날입니다.	0
529	지난 한 해 동안 모두 고생 많았습니다. 새해에는 더욱 좋은 일만 가득할 것입니다.	0
423	2023년 수고했어. 2024년은 좋은일만 가득하길 바라.	0
740	생일 축하해! 너에게 특별한 일들만 가득한 날이 되길 기대해	0
304	지난해보다 더 행복한 순간들이 가득한 해가 되세요.	0
991	올해도 너의 생일을 축하해 줄 수 있어서 너무 기쁘다. 앞으로도 우리 우정 변치 말자. 생일 축하해	0
449	늘 든든하게 뒤에서 편이 되어 주셔서 감사했던 한해였습니다. 저도 지난해보다 더욱 열심히 노력해서 부모님의 버팀목이 될 수 있도록 자랑스러운 아들/딸이 될께요. 많이 사랑해요~	0
0	2024년 갑진년 청룡의 해에 새해 인사를 드립니다.	0
657	눈 내리는 날의 생일을 축하한다!	0
330	행복하고 뜻있는 모든 분들께 감사드립니다.	0
374	행복한 순간들이 여러분의 수능을 채웠다.	0
550	2023년이 더 멋진 시작이 되기를 기대합니다.	0
580	"2023년에는 더욱 건강하고, 행복하시길 바라며 따뜻한 연말 보내세요."	0
136	새해에는 더 나은 사람이 되는 데에 집중해봐요.	0
208	"새해에는 스스로에게 더 많은 사랑과 돌봄을 주고, 더 나은 사람이 되기를 바랍니다."	0
363	행복한 새해에는 더 많은 기쁨과 행운이 당신을 둘러싸게 될 것입니다.	0
552	새해에는 여러분에게 더 많은 기쁨이 찾아갈 것입니다.	0
68	모든 일이 원활하게 진행되는 새해 되세요.	0
822	생일 축하해! 특별한 하루가 되길 바라!” 생일을 기다리던 내 친구들이 오늘은 더 특별할 거라 다들 그러	0
453	"다사다난했던 2023년, 힘든 시간을 함께 이겨내 줘서 고마워. 2024년은 더 멋진 모습으로 만나자!"	0
45	모든 소망이 이루어지는 해가 되길 기원해요.	0
761	생일 축하해! 밖에서 행복한 순간들 가득하길.	0
944	"행복한 시간 보내~ 생축생축^^ 즐거운 하루. 오늘은 특별한 너의 날, 마음껏 즐겨봐!"	0
272	올해는 더 많은 성취와 행운이 함께하길.	0
388	행운과 기쁨이 가득한 해가 되길 바라요.	0
852	앞으로도 영원하자. 행복한 하루 보내~	0
556	올 한 해 동안 여러분과 함께한 추억들이 특별했습니다. 감사합니다.	0
438	"HAPPY NEW YEAR!!! 친구야, 새해 복 많이 받아!!! "	0
942	"행복한 생일 되길 바라! 맛있는 음식 많이 먹고, 좋은 일만 있길!"	0
688	새로운 한 살 더 먹은거 축하	0
216	새해에는 원하는 모든 것이 이뤄지길 기원해요.	0
487	새해에는 더욱 발전하는 모습으로 만나뵙기를 기대합니다.	0
645	"친구야, 올 한 해도 정말 고생 많았어.  즐거운 연말 보내고, 내년에도 함께 웃을 날들이 많으면 좋겠다!"	0
125	새해에 행복과 건강한 일들과 좋은 소식들이 가득한 날 되시길 바랍니다.	0
632	올해 힘든 일이 있으셨다면 전부 다 털어버리고 다가오는 새해에는 원하는 일이 모두 이루어지시길 바래요!	0
54	모든 소망이 이루어지는 해가 되길.	0
692	생일 날 기대했는데 이제 더 많이 웃어봐!	0
1004	항상 든든한 내 친구야. 너의 생일을 진심으로 축하해. 힘든 시기마다 항상 곁에서 응원해주고 지켜주는 네가 있다니 난 항상 감사해. 내 친구가 되어주어서 고마워!	0
765	생일 축하해! 새로운 나이에 더 멋진 모습으로 성장하길 기대해	0
182	"새해에는 모든 어려움을 이겨내고, 새로운 도전에 임하는 모습을 보여주길 기원합니다."	0
239	새해에는 행복이 가득한 미래가 당신을 기다리고 있습니다.	0
192	새해에는 미소와 행복이 넘치는 순간들이 가득하길.	0
322	행복과 건강이 넘치는 한 해가 되길 바랍니다.	0
334	행복한 기운에 감싸여 행복이 가득한 한 해가 되길 기대합니다.	0
5	2024년 청룡의 해에는 지난 해의 모든 아픔을 잊고 새로운 희망을 가지실 수 있기를 기원합니다.	0
655	날씨도 좋은데 밖에서 더 즐거운 시간 보내~	0
747	생일 축하해! 눈이 내리는 날은 더 특별해. 행복한 하루 보내~	0
719	"생일 축하해, 친구야! 너에게 특별한 일들만 가득한 날이 되길 기대해."	0
680	미역국 잘 챙겨먹고 즐거운 하루 보내~	0
120	새해를 맞아 모든 것이 원하는 대로 이뤄지기를 바래요.	0
708	"생일 축하해 그래, 마음껏 즐겨봐~"	0
927	"특별한 날이니까, 하고 싶은거 다해! 케이크 맛있게 먹구 즐거운 하루 보내~"	0
617	올 한 해도 너랑 함께여서 더 의미 있고 행복한 한해였어! 내년에도 같이 즐겁게 보내자~!	0
974	생일 진심으로 축하해! 밥 한번 먹자!	0
538	"추운 겨울을 이기고 싹을 틔우는 새싹처럼 당신에게 행운이 가득하길 바라며, 해피 뉴이어!"	0
160	"새해에는 모든 꿈과 목표를 위해 힘을 보태며, 끊임없는 도전을 이루어내길 바랍니다."	0
23	갑진년에는 모든 일들이 평탄하고 안정된 모습으로 진행되길 기원합니다.	0
501	새해에도 서로의 좋은 파트너가 되어 서로를 응원합시다. 모두 새해 복 많이 받으세요!	0
902	"이제 한 살 더 먹었으니까, 자유롭게 놀아봐. 오늘은 너를 위한 즐거운 시간 되길 바라!"	0
131	새해에는 건강과 행운으로 가득한 날들이 함께하길 기원합니다.	0
203	새해에는 새로운 도전과 성취가 있는 한 해가 되시길 진심으로 바랍니다.	0
870	"오늘은 너의 날, 마음껏 즐기고 행복한 순간 많이 만들어봐."	0
358	행복한 새해에는 당신의 모든 소망과 꿈이 이루어질 수 있기를 기원합니다.	0
671	미역국 잘 챙겨먹고 맛있게 먹구 즐거운 하루 보내~	0
436	2024년은 푸른 용의 해라고 합니다. 용의 기운을 받아 새해에도 건강하시고 행복하세요.	0
798	"생일 축하해! 오늘은 너의 날, 행복한 시간보내."	0
774	"생일 축하해! 선물도 많이 받고, 즐거운 하루 보내라!"	0
238	새해에는 행복이 가득한 모든 순간들이 당신을 찾아갈 것입니다.	0
260	올 한 해가 여러분에게 행복과 성공으로 가득찬 시간이 되기를 기대합니다.	0
553	새해에도 여러분과 함께 더 많은 순간을 나누고 싶어요.	0
428	2024년 갑진년에는 소망하시는 모든 일 이루시고 늘 행복한 일만 가득하시길 기원합니다.	0
82	새로운 시작이 되기를 기대합니다.	0
722	"생일 축하해, 친구야! 좋은 사람과 함께 많은 추억 만들길."	0
545	항상 감사드립니다. 올 한 해도 건강하시고 복 많이 받으세요.	0
444	"갑진년, 푸른 용처럼 좋은 기운이 곁에 머물길 기원합니다."	0
375	행복한 순간들이 한가득한 해가 되길.	0
99	"새해, 행복이 가득한 날 되세요!"	0
673	미역국 잘 챙겨먹고 맛있게 먹어~ 맛있는 거 많아.	0
813	"생일 축하해! 오늘은 특별한 너의 날, 웃음 가득한 하루가 되길 바라. 생일 축하해! 새로운 나이에 더 멋진 모습으로 성장하길 기대해."	0
459	많이 못 챙겨줘서 미안해. 올해도 힘내서 파이팅하자!	0
650	행복하시길 바라며 따뜻한 연말연시 보내세요!	0
107	새해가 행복과 성공으로 가득찬 시간이 되길 기원합니다.	0
236	새해에는 행복을 찾는 모든 여정들이 더욱 풍요로워질 수 있기를 기원합니다.	0
2	2024년 새해에는 모든 일이 순조롭게 풀리고 행복한 일들이 가득하시기를 바랍니다.	0
889	오늘은 네 생일이라니! 재미있는 일들만 가득하길 바랄게.	0
58	모든 이가 행복한 기운에 감싸여 웃는 해가 되길 기원합니다.	0
519	우리 귀염둥이들~ 올해도 씩씩하게 무럭무럭 자라렴^^	0
707	생일 축하해	0
441	갑진년 새해가 밝았습니다. 올 한 해도 열정과 노력에 힘입어 좋은 성과를 이룰 수 있었습니다. 	0
458	또 하나의 멋진 해를 함게 맞이하자! 새해에도 변함없이 네 곁에 있을께	0
347	행복한 모든 순간들이 정화의 발판으로 되길 기원합니다.	0
443	"갑진년 새해가 밝았어. 새해에는 너의 꿈과 목표를 향해 힘차게 나아가길 바라며, 늘 곁에서 응원할게."	0
293	좋은 일만 가득한 한 해가 되길 바랍니다.	0
430	2024년 갑진년이 밝았습니다. 새해에는 더욱 풍요롭고 따뜻한 시간 도시길 바랍니다. 새해 복 많이 받으세요.	0
253	"새해에는 행운이 늘 따라다니며, 행복한 순간들이 가득하길 기원합니다."	0
114	새해는 더 많은 웃음과 기쁨이 함께하길 바랍니다.	0
324	행복과 희망이 가득한 2024년에는 모든 일이 원하시는 대로 진행되기를 기원합니다.	0
13	2024년에는 더 많은 사랑과 기쁨이 함께하기를 기원합니다.	0
77	새로운 시작과 함께 성공과 행운이 가득한 한 해가 되시길 바랍니다.	0
445	건강만 해라!	0
612	올 한 해 베풀어주신 마음에 감사의 말씀을 전합니다. 새해에 행복과 건강이 가득하기를 기원합니다!	0
615	올 한 해 자주 못만났네.. 내년에는 더 자주 만나자! 연말 마무리 잘하고 2024년도에 보자!	0
919	"특별한 날이니까, 하고 싶어! 오늘은 특별한 너의 날, 많은 사랑 받길 바라."	0
437	2024년이 드디어 왔네. 나이를 너무 빨리 먹는데ㅠㅠ 새해에는 더욱 더 건강하고 지금처럼 앞으로도 서로 힘이 되어주는 친구가 되도록 하자~ 늘 응원한다!	0
628	올 한해도 따뜻한 격려와 관심을 보내주셔서 감사드립니다. 따뜻한 연말 보내세요	0
475	새해 복 많이 받으세요. 올 한 해는 모든 일들이 잘 풀리시길 바랍니다.	0
468	사랑하는 친구야! 올 한 해도 우리 우정 변치 말자.	0
335	행복한 기운으로 가득찬 2024년이 되시길 바랍니다.	0
709	생일 축하해 미역국 먹었냐	0
895	"오늘은 특별한 날이니까, 하고 싶은거 다해!"	0
783	"생일 축하해! 오늘은 너에게 특별한 날이니까, 즐거운 하루 보내~"	0
159	새해에는 모든 계획이 성공적으로 이뤄지길 바라요.	0
746	생일 축하해! 눈 내린 날은 너의 미소가 빛날 특별한 날이야.	0
523	"인생에서 진정한 친구 한 명만 곁에 있어도 성공했다는데, 난 네 덕분에 벌써 성공한 삶을 살고 있다! 친구야, 작년 한 해 동안 정말 고생 많았어! 너가 애쓴 만큼 2024년엔 분명 더 좋은 일만 가득할 거야! 힘든 일이든 좋은 일이든 난 항상 네 곁에 있다는 걸 잊지마~! 새해 복 많이 받고, 우리 행복해지자! 파이팅!"	0
584	날씨가 점점 추워진다. 정말 연말이가봐! 감기 조심하고 한 해 마무리 잘해!	0
254	새해에는 행운이 따르는 새로운 시작들이 찾아오길 기원합니다.	0
613	"올 한 해 안 좋았던 일은 훌훌 털고, 2023년에는 희망적이고 행복한 일이 나타나기를 기원합니다."	0
687	"새로운 한 살 더 먹었네! 이제 더 멋진 모습으로 활짝 웃어봐. 언제나 힘내주고 고마워하는 너에게, 생일 축하해!"	0
226	새해에는 좋은 인연이 찾아와 행복한 일들이 연이어 일어나기를 기대합니다.	0
56	모든 이가 행복한 기운에 감싸여 복이 가득하기를 기원합니다.	0
621	올 한 해도 수고 많으셨습니다. 행복한 연말 되시고 새해 복 많이 받으세요!	0
752	생일 축하해! 마음껏 즐기고 행복한 순간 많이 만들어봐.	0
489	새해에는 소망하는 모든일 이루시길 바랍니다	0
178	"새해에는 모든 어려움을 극복하고, 빠르게 성장하여 더 나은 세상을 만들어나가길 기원합니다."	0
537	"지난해 우리가 이룬 성과에 감사드리며, 새해에는 더 큰 성취를 위해 함게 노력합니다ㅎㅎ 감사합니다."	0
896	이렇게 좋은 날에 눈 오니까 더 자유롭게 놀아보게.	0
563	올 한 해 동안 정말 수고하신 여러분께 감사드립니다.	0
619	올 한 해도 수고 많으셨습니다.	0
359	행복한 새해에는 당신의 성공과 행운이 함께할 것입니다.	0
982	생일 축하해요. 항상 맛있는 요리와 따뜻한 보금자리를 주셔서 감사합니다. 앞으로도 젊고 아름다운 모습으로 행복한 인생을 즐기시길 바래요! 사랑합니다.	0
713	생일 축하해 ㅎㅎ 미역국 먹었냐? 생일 축하해~ 미역국 맛있게 먹어~	0
748	생일 축하해! 더 좋은 일만 가득하길 바라. 즐거운 하루 보내~	0
514	올해도 잘 부탁한다. 늘 응원하고 있어!	0
124	새해를 행복한 기운으로 가득찬 해가 되길.	0
787	"생일 축하해! 오늘은 너의 날, 마음껏 웃어주는 친구야."	0
923	"특별한 날이니까, 하고 싶은거 다해! 생일 축하해! 생일 축하해! 오늘은 너만을 위한 특별한 날이야."	0
id	Sentences	0
395	행운과 행복이 가득한 해가 되길 기원합니다.	0
952	행복한 하루 보내~ 생일 축하해	0
212	새해에는 웃음이 넘치고 행복한 일들만 가득하길 기원합니다.	0
292	좋은 일만 가득한 한 해가 되길 바라요.	0
248	새해에는 행복한 일들이 당신을 만날 수 있길 바랍니다.	0
426	2024년 갑진년 새해 복 많이 받으세요.	0
588	"다사다난한 한 해를 보내느라 정말 고생 많으셨습니다. 따뜻한 연말 보내시길 바라며, 2023년 수고 많으셨습니다. "	0
9	"2024년, 새해 복 많이 받으세요!"	0
73	"새로운 시작, 행복한 여정이 시작되길 기대합니다."	0
273	올해는 더 많은 성취와 행운이 함께하는 해가 되길 기대합니다.	0
741	"생일 축하해! 너에게 특별한 일들만 가득한 날이 되길 기대해,."	0
778	생일 축하해! 오늘은 너만을 위한 특별한 날이야.	0
383	행복한 순간들이 한가득합니다.	0
168	새해에는 모든 꿈이 이루어지는 행복한 해가 되기를 기원합니다.	0
918	특별한 날이네. 즐거운 하루 보내! 케이크 맛있게 먹구~	0
832	"생일 축하해~ 날씨가 좋아서 기분이 좋아지고 즐거워, 좋은 사람들과 더 많이 웃어봐."	0
35	건강하고 행복한 한 해가 되길 바랍니다.	0
738	생일 축하해! 너에게 특별한 일들만 가득한 날이 되길 기대할게. 오늘 날씨가 좋아서 기분이 더 좋은 것 같아	0
165	새해에는 모든 꿈과 희망이 이루어지는 해가 되길 바랍니다.	0
224	새해에는 좋은 사람들과 함께 보내는 소중한 시간들이 가득한 해가 되길 기원합니다.	0
611	"올 한 해 동안의 모든 순간이 여러분에게 소중한 추억으로 남길 바라며, 따스한 연말을 보내시길 바랍니다. 내년에도 더욱 행복하세요"	0
63	모든 이의 새해가 밝아지는 해가 되길 기원합니다.	0
110	새해가 행복과 희망으로 가득찬 시간이 되길 기대합니다.	0
640	좋은 사람들과 함께한 지난 한 해 정말 행복했습니다. 내년에는 더 자주 뵐 수 있는 기회가 많았으면 좋겠습니다.	0
234	"새해에는 행복과 사랑이 넘치며, 모든 일이 원하시는 대로 풀리기를 기원합니다."	0
413	희망의 새해가 밝게 시작되기를 기대합니다.	0
935	한 살 더 먹은거 축하 행복한 하루 보내~ 생일 축하해!	0
314	행복과 건강이 가득한 해가 되길 바라요!	0
930	"한 살 더 먹었네, 축하해! 선물도 많이 받고, 즐거운 시간 보내~"	0
577	2023년 수고 많았어! 날씨가 많이 추운데 항상 감기 조심하고 따뜻한 연말 보내~~	0
496	새해에는 이루고자 하는 모든 일이 이루어지길 기원해.	0
694	생일 날에 눈도 오네	0
610	"연말이라 평소보다 더 바쁜날들 보내고 있을텐데, 무리하지 말고 건강 챙겨! 2023년 수고 많았다!"	0
739	생일 축하해! 너에게 특별한 일들만 가득한 날이 되길 기대합니다.	0
789	"생일 축하해! 오늘은 너의 날, 마음껏 즐기고 행복한 순간 많이 만들어봐."	0
503	"새해에도 함께 성장하며, 더 큰 결실을 맺을 수 있기를 기대합니다."	0
491	새해에는 소망하시는 모든 일들을 이루시고 늘 건강하세요.	0
634	올해도 수고 많았어! 연말에는 좋은 일들만 가득하길 바라. 내년에도 우리 함께 웃으며 보내자! 항상 응원해.	0
408	희망과 건강이 넘치는 한 해가 되길 기원합니다.	0
816	"생일 축하해! 좋은 일들만 가득하길 바라. 오늘은 너의 날, 행복한 시간보내~ 많은 사랑과 축복이 가득한 하루가"	0
685	"새로운 한 살 더 먹었네! 이제 더 많이 웃는 하루가 되길 바라 언제나 고마워, 생일 축하해!"	0
521	"우리 우정 더 쌓는 한 해가 되길 바라며, 새해 복 많이 받아!"	0
189	새해에는 모든 일들이 순조롭게 풀리고 행복이 가득하시길 바랍니다.	0
845	생일날 축하해 그래도 좋은 하루가 되길 바라!	0
648	한 해의 마지막 12월은 새로운 시작을 준비하는 달이기도 하지요. 일년 동안 계획했던 일을 돌아보며 다음 해를 준비하는 소중한 달 되시길 바랍니다.	0
237	새해에는 행복을 찾아 나서는 모험을 함께 하길 바랍니다.	0
227	새해에는 좋은 일만 가득하길 바랍니다.	0
976	생일 축하한다~	0
258	올 한 해 모든 일들이 희망찬 모습으로 이루어지길 기원합니다.	0
965	생신 축하드려요. 항상 제 곁에서 든든한 버팀목이 되어주셔서 감사합니다.	0
454	다사다난했던 한 해가 저물고 새해가 밝아왔습니다. 새로운 시작은 언제나 가슴을 설레게 합니다. 갑진년에 떠오른 첫 태양처럼 뜨겁고 열정적인 한 해가 되시길 바라겠습니다. 지난해 이루지 못했던 목표와 다짐들이 2024년엔 이루시고 언제나 기쁨과 행복으로 평안한 가정이 되시길 바랍니다.	0
885	오늘은 너의 생일이야! 생일 많이 축하해!	0
594	벌써 12월이라니 시간 참 빠르다ㅠㅠ 올 한 해 너와 함께 할 수 있어서 더 행복하고 감사했어! 연말 마무리 잘하자!	0
346	행복한 모든 순간들이 여러분의새해를 빛내길 바랍니다.	0
43	더 나은 내일을 향해 함께 걷는 새해가 되길 기대합니다.	0
446	과장님! 지난 한 해 동안 정말 감사했습니다. 덕분에 많은 것을 배우고 성장할 수 있었습니다. 올해도 좋은 가르침 부탁드립니다. 항상 건강하시고 가정에 평안이 깃드시길 바라겠습니다.	0
786	"생일 축하해! 오늘은 너의 날, 마음껏 더 좋은 일들만 가득하길 기대."	0
10	2024년에는 건강과 행운이 함께하는 행복한 한 해가 되시길 기원합니다.	0
515	올해도 좋은 추억 많이 만들자!	0
264	올 한 해도 뜻하시는 대로 모두 이루어지길 기원합니다.	0
788	"생일 축하해! 오늘은 너의 날, 마음껏 즐기고 행복한 순간 많이 만들어."	0
750	생일 축하해! 더 좋은 일만 가득하길.	0
384	행복한 순간이 새해에도 계속되길 바랍니다.	0
74	"새로운 시작, 화이팅! 대망의 해가 되기를 기대합니다."	0
541	친구야~새해 복 많이 받아! 다가온 2024년은 너의 해가 될거야. 작년동안 고생 많았던 너에게 특히 좋은 한해가 됐으면 좋겠다. 언제나 난 네 편이야. 바쁘더라도 항상 건강 잘 챙겨! 조만간 보자! 사랑해~!	0
794	"생일 축하해! 오늘은 너의 날, 많은 사랑을 받길 바라."	0
842	생일 축하해~ 미역국 맛있게 먹어~	0
869	오늘 날씨 좋은 날을 즐기고 즐거운 하루 보내~	0
653	건강하길 바랄게요. 케이크 맛있게 먹어~	0
228	새해에는 좋은 일만 가득하시길 바라요.	0
554	연말이 도래하여 감사의 인사를 드립니다.	0
887	오늘은 네 생일을 축하한다!	0
666	"많은 사랑 받길 바라! 맛있는 음식 많이 먹고, 좋은 일 많아."	0
170	새해에는 모든 사람들이 행복하고 건강한 삶을 살아가길 기원합니다.	0
422	"2023년 동안 고생 많으셨습니다. 가지고 있었던 근심·걱정은 2024년 밝게 떠오른 태양으로 던져버리시고, 새해엔 좋은 일만 가득해지시길 바랍니다. "	0
585	남은 한해 마무리 잘하시고 늘 건강하시길 바랍니다. 밝아노는 새해에는 더욱 건강하시고 모든 소망이 이루어지는 2024년 되시길 기원합니다.	0
946	행복한 인생! 이제 한 살 더 먹었으니까. 행복한 시간보내~ 맛있는 거 많이 먹고 즐거운 하루 보내∼	0
809	"생일 축하해! 오늘은 특별한 너를 위한 즐거운 시간 되길 바라~ 많은 사랑 받겠어, 친구야."	0
631	"올해 마지막까지도 여러분의 삶에 따뜻함이 가득하길 바라며, 새해에는 모든 좋은 일들이 이어지기를 소망합니다. 따뜻한 연말 보내세요."	0
95	"새해, 원하는 모든 것이 이뤄지길 기원합니다."	0
161	"새해에는 모든 꿈과 목표를 위해 힘을 보태며, 끝없는 도전을 이루어내길 바랍니다."	0
245	새해에는 행복한 삶을 즐기며 더 많은 자신감을 가질 수 있기를 기원합니다.	0
960	누구보다 기쁜 마음으로 당신의 생일을 축하합니다	0
