id,,category
363,그동안 주셨던 사랑과 은혜에 많이 감사합니다. 그리고 새해 복 많이 받으세요~ 사랑합니다~~,0
68,기쁨이 가득한 해가 되길.,0
453,"기운 넘치는 새해가 되시길 바라며, 새해 복 많이 받으세요!",0
45,기운 넘치는 새해를 맞아 행복한 순간들이 가득하길 기원합니다.,0
272,기운 넘치는 해가 되세요.,0
388,"날씨가 부쩍 추워졌습니다. 이럴 때 일수록 건강 잘 챙기고, 따뜻한 연시 맞길 바래요. 새해 복 많이 받으세요.",0
852,날씨가 점점 추워진다. 정말 연초인가봐! 감기 조심하고 한 해 힘차게 시작하자!,0
438,남은 한해 마무리 잘하시고 늘 건강하시길 바랍니다. 밝아노는 새해에는 더욱 건강하시고 모든 소망이 이루어지는 2024년 되시길 기원합니다.,0
688,"낳아주시고 길러주셔서 감사합니다. 좋은 날, 기쁜 날 함께 할 수 있어서 행복해요.",0
216,내년에도 지금처럼 서로의 곁에서 응원해 주고 힘이 되어주는 존재가 되자!,0
645,"니가 있어서 참 다행이야. 늘 고맙고 소중한 존재야, 새해에도 복 많이 받앙!",0
125,다가오는 새해에는 날아오는 청룡과 같이 계획한 모든 일이 다 잘될거야! 늘 화이팅하고 힘내자! 고맙다!!,0
632,다사다난한 2023년이 갔네요. 2024년 더 행복하세요.,0
54,"다사다난했던 2023년, 힘든 시간을 함께 이겨내 줘서 고마워. 2024년은 더 멋진 모습으로 만나자!",0
182,다사다난했던 2023년도 서서히 저물어가고 있습니다. 올 한해도 수고 많으셨습니다. 밝아오는 새해에는 새 마음 새 뜻으로 계획하는 모든 일이 술술 풀리길 진심으로 바라겠습니다.,0
239,다사다난했던 2023년이 가고 2024년이 밝았습니다. 추운 날씨 속에서도 마음은 포근하고 따뜻한 연시 보내시길 바랍니다.,0
192,다사다난했던 한 해가 저물고 새해가 밝아왔습니다. 새로운 시작은 언제나 가슴을 설레게 합니다. 갑진년에 떠오른 첫 태양처럼 뜨겁고 열정적인 한 해가 되시길 바라겠습니다. 지난해 이루지 못했던 목표와 다짐들이 2024년엔 이루시고 언제나 기쁨과 행복으로 평안한 가정이 되시길 바랍니다.,0
334,당신의 2024년이 꿈과 함께 한 단계 도약하는 해가 되길 진심으로 바라겠습니다.,0
5,더 나은 내일을 향해 함께 걷는 새해가 되길 기대합니다.,0
655,덕분에 행복했던 2023년이었습니다. 2024년에는 제가 더 노력하여 받은 행복과 사랑 베풀수있도록 하겠습니다. 감사합니다.,0
120,따뜻한 말 한마디가 필요한 때입니다. 항상 건강하시고 행운이 가득한 2024년 되시길 바랍니다.,0
927,또 하나의 멋진 해를 함게 맞이하자! 새해에도 변함없이 네 곁에 있을께,0
501,많이 웃고 행복 가득한 한해 보냉ㅎㅎ,0
902,"말도 많고 탈도 많았던 2023년이 저물고, 새해가 밝았습니다! 우리 가족들 지난 1년 동안 너무너무 고생했습니다! 항상 든든한 버팀목으로 지지해 주시는 부모님, 나에게 친구이자 가족인 우리 형제. 덕분에 1년을 잘 보낸 것 같습니다. 올해는 제가 성장하여 은혜를 보답하겠습니다. 새해 복 많이 받으세요.",0
131,모든 계획이 순조롭게 이뤄지는 해가 되길 기원합니다.,0
203,모든 소망이 이루어지는 해가 되길 기원해요. 새해 복 많이 받으세요.,0
358,모든 소망이 이루어지는 해가 되길. 새해 복 많이 받으세요.,0
436,모든 소망이 이뤄지는 해를 맞이하길 바랍니다. 새해 복 많이 받으세요.,0
238,모든 이가 행복한 기운에 감싸여 복이 가득하기를 기원합니다. 새해 복 많이 받으세요.,0
260,모든 이가 행복한 기운에 감싸여 웃는 해가 되길 기원합니다. 새해 복 많이 받으세요.,0
553,모든 이가 행복한 기운에 감싸여 행복이 가득한 해가 되길 바라요. 새해 복 많이 받으세요.,0
428,모든 이의 기쁨이 가득한 해가 되길 바랍니다. 새해 복 많이 받으세요.,0
82,모든 이의 미래가 행복과 희망으로 가득찬 시간이 되길 기원합니다. 새해 복 많이 받으세요.,0
545,모든 이의 새해가 밝아지는 해가 되길 기원합니다. 새해 복 많이 받으세요.,0
444,모든 이의 새해가 행복과 희망으로 가득찬 시간이 되길 기원합니다. 새해 복 많이 받으세요.,0
375,모든 이의 행복과 성공이 가득한 순간들이 가득하길 기원합니다. 새해 복 많이 받으세요.,0
99,모든 일이 순조롭게 흘러가길 기원합니다. 새해 복 많이 받으세요.,0
459,모든 일이 순조롭게 흘러가길 바랍니다. 새해 복 많이 받으세요.,0
650,모든 일이 원활하게 진행되는 새해 되세요. 새해 복 많이 받으세요.,0
107,바람이 세찬 연말입니다. 건강 관리 잘하시고 한해 마무리도 잘 하시길 바랍니다. 새해는 따뜻한 한 해 보내시길 기원합니다.,0
58,"벌써 1년이라는 시간이 흘러 한해 마무리하는 지금, 많은 일들이 있었지만 다 이겨내고 2024년을 맞이하네요. 앞으로도 같이 행복한 시간을 보냈으면 해요.",0
519,벌써 1년이라는 시간이 흘렀어. 그동안 참 많은 일들이 있었지만 다 이겨내고 이렇게 2024년을 맞이하게 됐네. 앞으로도 쭉 꽃길만 걷자. 사랑해♥,0
441,벌써 한 해가 끝나가네! 올해도 너와 함께해서 행복했어. 내년에는 함께 더 행복하자!,0
458,사랑과 은혜로 키워주신 부모님의 은혜에 감사드립니다. 항상 건강하시고 뜻하시는 모든 일들 이루시길 바랍니다.,0
114,사랑하는 친구야! 올 한 해도 우리 우정 변치 말자.,0
324,새해 복 많이 받으세요. 건강하세요.,0
13,"새로운 도전과 성장의 한 해인 2024년, 모든 꿈을 이루실 수 있기를 기원합니다.",0
77,"새로운 시작, 새해 복 많이 받으세요.",0
445,"새로운 시작, 행복한 모든 것들이 매일매일 현실이 되길기를 기대합니다.",0
612,"새로운 시작, 행복한 여정이 시작되길 기대합니다.",0
615,"새로운 시작, 화이팅! 대망의 해가 되기를 기대합니다.",0
437,"새로운 시작과 기회가 찾아오는 새해에, 끊임없는 성장과 발전을 이루어내길 바랍니다.",0
628,새로운 시작과 더불어 행복한 해가 되길 기원합니다.,0
475,새로운 시작과 함께 성공과 행운이 가득한 한 해가 되시길 바랍니다.,0
468,새로운 시작과 함께 좋은 일들만 가득한 한 해가 되시길 바랍니다.,0
335,새로운 시작과 함께 풍요롭고 행복한 한 해가 되시길 진심으로 기원합니다.,0
895,새로운 시작과 함께 행복한 해가 되길 기대해요.,0
159,새로운 시작을 맞이하는 2024년에는 무한한 가능성과 행운이 함께하길 기원합니다.,0
523,새로운 시작이 되기를 기대합니다.,0
56,"새로움과 도전의 한 해, 2024년에는 모든 꿈과 목표를 이루실 수 있기를 바랍니다.",0
621,새로움이 넘치는 한 해인 2024년에는 더 나은 세상을 만들어가는데 기여하시길 바랍니다.,0
489,"새롭게 시작하는 2024년, 건강과 행운이 가득한 해가 되시길 소망합니다.",0
178,새롭게 시작하는 2024년에는 모든 것이 순조롭게 풀리고 행복만 가득하기를 소망합니다.,0
537,새롭게 시작하는 2024년에는 모든 꿈이 이루어지고 행복이 넘치는 한 해가 되시길 기원합니다.,0
896,새해 복 많이 누리세요!,0
563,새해 복 많이 받고 이번년도는 조금만 고생하고 많이 행복하자ㅎㅎㅎ,0
619,"새해 복 많이 받고, 항상 행복한 일만 가득하길 바랄게.",0
359,새해 복 많이 받으세요!,0
514,새해 복 많이 받으세요.,0
124,"새해 복 많이 받으세요. 2024년엔 꿈과 희망이 가득하시길 바랍니다. 꿈은 우리에게 희망과 도전을 줍니다. 바라는 꿈을 이루는 과정은 우리를 성장하게 하고 더 나은 사람, 더 좋은 사람이 되도록 이끌어줍니다. ",0
id,새해 복 많이 받으세요. 올 한 해는 모든 일들이 잘 풀리시길 바랍니다.,0
395,새해 복 많이 받으세요. 올해도 건강하세요.,0
212,"새해 복 많이 받으시고, 하시는 일 모두 잘 되시길 기원합니다.",0
292,"새해 복 많이 받으시고, 항상 건강하세요.",0
248,"새해, 더 많은 성취, 행복한 해가 되길 기원합니다.",0
426,"새해, 모든 소망이 이루어지는 해가 되길 바랍니다.",0
588,"새해, 새로운 출발!",0
9,"새해, 웃음과 사랑이 가득한 해가 되길 기원합니다.",0
73,"새해, 원하는 모든 것이 이뤄지길 기원합니다.",0
273,"새해, 행복과 건강으로 가득찬 2024년이 되시길 바랍니다.",0
383,"새해, 행복과 건강이 넘치는 한 해 되길 기원합니다.",0
168,"새해, 행복과 풍요로운 순간들이 가득한 해가 되길 바라요.",0
918,"새해, 행복이 가득한 날 되세요!",0
35,새해가 밝았어. 올 한해도 건강하고 하는 일마다 좋은 결과 있길 바래!,0
165,새해가 복 많이 받으세요!,0
224,새해가 시작됐습니다. 행복한 기운으로 가득찬 2024년이 되시길 바라는 모든 소망이 이루어지는 해가 되기를 바랍니다.,0
611,새해가 시작되었습니다. 모든 것이 원할하게 펼쳐지길 기원합니다.,0
63,새해가 여러분에게 행복과 성공으로 가득찬 시간이 되기를 기원합니다.,0
110,새해가 찾아와 함께 당신의 모든 소망과 희망이 이루어지기를 기원합니다.,0
640,새해가 행복과 성공으로 가득찬 시간이 되기를 기대합니다.,0
234,새해가 행복과 성공으로 가득찬 시간이 되길 기원합니다.,0
413,새해가 행복과 성취에 함께 가득찬 시간이 되기를 기대합니다.,0
314,새해가 행복과 희망으로 가득찬 시간이 되기를 기대합니다.,0
930,새해가 행복과 희망으로 가득찬 시간이 되길 기대합니다.,0
577,새해는 더 많은 기쁨과 행복이 가득 차길 기원합니다.,0
496,새해는 더 많은 성취와 기쁨으로 가득찬 시간이 되기를 기대합니다.,0
610,새해는 더 많은 웃음과 기쁨으로 가득찬 시간이 되길 바라요.,0
503,새해는 더 많은 웃음과 기쁨이 함께하길 바랍니다.,0
491,새해는 모든 것이 뜻대로 이루어지기를 바라요.,0
634,새해는 모든 이의 바통을 이어받은 사람들이 이루어내는 성취가 가득한 날입니다.,0
408,새해를 기대하며 행복한 순간들이 한가득한 해가 되길.,0
521,새해를 맞아 더 많은 성취와 행운이 함께하는 해가 되길 기대합니다.,0
189,새해를 맞아 모든 것에게 행복한 순간이 찾아오길 기원합니다.,0
648,새해를 맞아 모든 것이 원하는 대로 이뤄지기를 바래요.,0
237,새해를 맞아 행복한 순간들이 가득한 해가 되시길.,0
227,새해를 맞아서 가족과 사랑하는 사람들과 함께하는 시간들이 행복하고 소중하게 이어지길 기원합니다.,0
258,새해를 앞두고 행복한 한 해 되세요!,0
454,새해를 행복한 기운으로 가득찬 해가 되길.,0
594,새해에 행복과 건강한 일들과 좋은 소식들이 가득한 날 되시길 바랍니다.,0
346,새해에는 가족 모두 건강하고 행복한 일만 가득하기를 기원합니다.,0
43,새해에는 가족 모두 건강하고 행복한 일만 가득하길 기원합니다.,0
446,"새해에는 가족 모두 건강하고, 계획하는 일 모두 이루기를 기원합니다.",0
10,새해에는 가족 모두 웃음 가득한 한 해가 되길 기원합니다.,0
515,새해에는 가족과 사랑하는 사람들과 함께 보내는 소중한 시간들이 가득하길 바랍니다.,0
264,새해에는 건강과 행복이 가득한 날들이 계속되기를 바랍니다.,0
384,새해에는 건강과 행복이 가득한 날들이 되기를 기대해요.,0
74,새해에는 건강과 행복이 늘 함께하는 모습으로 새로운 일들에 도전하길 바랍니다.,0
869,새해에는 건강과 행운으로 가득한 날들이 계속되길 바랍니다.,0
653,새해에는 건강과 행운으로 가득한 날들이 함께하길 기원합니다.,0
228,"새해에는 계획하는 일 모두 이루고, 늘 행복하고 건강하길 기원한다.",0
554,새해에는 당신과 소중한 사람들과 함께하는 특별한 순간들이 가득하길 바랍니다.,0
666,새해에는 더 나은 사람이 되는 데에 집중해봐요.,0
170,새해에는 더 나은 삶을 위한 노력과 변화가 이루어지길 바랍니다.,0
422,새해에는 더 나은 세상을 위해 희망과 사랑을 실천하는 시간이 되길 바랍니다.,0
585,새해에는 더 많은 성공과 행복이 가득하길 기대해요.,0
946,새해에는 더 많은 성공과 행복이 여러분을 기다리고 있을 거에요.,0
631,새해에는 더 많은 성공과 행운이 함께하기를 기원합니다.,0
95,새해에는 더 많은 성취와 행복이 함께 하길 기원합니다.,0
161,새해에는 더 많은 성취와 행운이 함께하길.,0
245,새해에는 더 많은 웃음과 기쁨이 함께 하길 기원합니다.,0
229,새해에는 더 많은 웃음과 기쁨이 함께하길.,0
620,새해에는 더 많은 좋은 일들이 여러분을 기다리고 있을 거에요.,0
333,새해에는 더 많은 행복이 찾아오길 기대합니다.,0
425,새해에는 더욱 발전하는 모습으로 만나뵙기를 기대합니다.,0
86,새해에는 더욱 행복하고 건강한 모습으로 보내길 바라요.,0
921,"새해에는 뜻하는 바 모두 이루길 바라며, 늘 건강하고 행복한 한 해가 되길 기원한다.",0
214,새해에는 멋진 모습으로 빛나는 새해를 맞이할 수 있는 기회가 찾아오길 기원합니다.,0
157,새해에는 모든 것이 원하는 대로 이뤄지기를 바라요.,0
912,새해에는 모든 것이 원하는 대로 펼쳐지길 기원합니다.,0
300,새해에는 모든 것이 훌륭하게 이루어지는 행복한 해가 되길 기원합니다.,0
535,새해에는 모든 계획이 성공적으로 이뤄지길 바라요.,0
100,"새해에는 모든 꿈과 목표를 위해 힘을 보태며, 끊임없는 도전을 이루어내길 바랍니다.",0
250,"새해에는 모든 꿈과 목표를 위해 힘을 보태며, 끝없는 도전을 이루어내길 바랍니다.",0
75,새해에는 모든 꿈과 목표를 이루어내는 멋진 해가 되길 기원합니다.,0
98,새해에는 모든 꿈과 희망이 이루어지는 해가 되길 바랍니다.,0
396,새해에는 모든 꿈이 이루어지는 행복한 해가 되기를 기원합니다.,0
598,새해에는 모든 꿈이 이뤄지는 즐거운 시간이 되기를 바랍니다.,0
493,새해에는 모든 사람들이 행복하고 건강한 삶을 살아가길 기원합니다.,0
79,새해에는 모든 사람들이 행복하고 건강한 삶을 추구하길 바랍니다.,0
279,새해에는 모든 소망이 이루어지길 기원해요.,0
461,새해에는 모든 소망이 이루어지는 즐거운 해가 되길 바랍니다.,0
630,새해에는 모든 소망이 이뤄지는 기쁨 가득한 해가 되길 바랍니다.,0
629,새해에는 모든 어려움을 극복하고 행복하고 풍요로운 일상을 만들어가시길 바랍니다.,0
480,새해에는 모든 어려움을 극복하고 희망찬 미래를 위해 노력하시길 바랍니다.,0
434,"새해에는 모든 어려움을 극복하고, 빠르게 성장하여 더 나은 세상을 만들어나가길 기원합니다.",0
147,"새해에는 모든 어려움을 극복하고, 새로운 도전에 임하는 모습을 보여주길 기원합니다.",0
897,"새해에는 모든 어려움을 이겨내고, 더욱 성장하는 모습을 보여주길 바랍니다.",0
569,"새해에는 모든 어려움을 이겨내고, 빠르게 성장하는 모습을 보여주길 바랍니다.",0
647,"새해에는 모든 어려움을 이겨내고, 새로운 도전에 임하는 모습을 보여주길 기원합니다.",0
257,새해에는 모든 일들이 순조롭게 진행되어 원하는 결과를 얻을 수 있는 해가 되기를 기원합니다.,0
222,새해에는 모든 일들이 순조롭게 진행되어 원하는 결과를 얻을 수 있는 해가 되길 바랍니다.,0
387,새해에는 모든 일들이 순조롭게 풀리고 행복이 가득하시길 바랍니다.,0
866,새해에는 모든 일이 순조롭게 이루어지고 행복이 가득하시기를 바랍니다.,0
460,새해에는 미소와 행복이 넘치는 순간들이 가득하길.,0
8,새해에는 변화와 성장이 함께하는 멋진 해가 되길 기원합니다.,0
485,새해에는 빛나는 미래를 향해 나아가는 모습을 보여주길 바랍니다.,0
94,새해에는 사랑과 관용으로 모든 사람과의 관계를 더욱 풍요롭게 만들어나가길 바랍니다.,0
83,"새해에는 새로운 가능성이 넓어지고, 더 나은 미래를 향해 나아가길 바랍니다.",0
179,새해에는 새로운 도약과 성취가 있는 한 해가 되시기를 바랍니다.,0
606,새해에는 새로운 도전과 기회가 찾아오는 해가 되길 기원합니다.,0
616,새해에는 새로운 도전과 성취가 있는 한 해가 되시길 소망합니다.,0
177,새해에는 새로운 도전과 성취가 있는 한 해가 되시길 진심으로 바랍니다.,0
190,새해에는 새로운 목표를 향해 끊임없는 열정으로 나아가는 모습을 보여주길 바랍니다.,0
173,새해에는 새로운 시작과 함께 행복한 일들이 찾아오기를 기대합니다.,0
104,새해에는 소망하는 모든일 이루시길 바랍니다,0
16,새해에는 소망하는 일 모두 이루시길 기원합니다.,0
33,새해에는 소망하시는 모든 일들을 이루시고 늘 건강하세요.,0
296,새해에는 소망하시는 모든 일들이 이루어지길 바라며 가정에 행복이 충만하길 기원합니다.,0
660,"새해에는 소망하시는 일 모두 이루시고, 건강과 행복이 가득하시길 기원합니다.",0
126,"새해에는 스스로에게 더 많은 사랑과 돌봄을 주고, 더 나은 사람이 되기를 바랍니다.",0
39,새해에는 어려움을 극복하고 더 나은 미래를 위해 노력하시길 바랍니다.,0
102,새해에는 여러분에게 더 많은 기쁨이 찾아갈 것입니다.,0
277,새해에는 여러분의 모든 소망이 이뤄지길 바랍니다.,0
97,"새해에는 우리 우정이 더욱 깊어지길 바라며, 항상 건강하고 행복하길 기원해.",0
581,새해에는 웃음과 사랑이 넘치는 해가 되길 바랍니다.,0
856,새해에는 웃음이 넘치고 행복한 일들만 가득하길 기원합니다.,0
112,새해에는 원하는 모든 것을 이룰 수 있기를 기대해요.,0
633,새해에는 원하는 모든 것이 이뤄지길 기원합니다.,0
534,새해에는 원하는 모든 것이 이뤄지길 기원해요.,0
517,새해에는 원하는 모든 것이 이뤄질 것입니다.,0
353,새해에는 이루고자 하는 모든 일이 이루어지길 기원합니다.,0
306,새해에는 이루고자 하는 모든 일이 이루어지길 기원해.,0
597,새해에는 자신의 잠재력을 최대한 발휘하여 성공과 성취를 이루어내는 해가 되길 기원합니다.,0
526,새해에는 좋은 사람들과 함께 보내는 소중한 시간들이 가득한 해가 되길 기원합니다.,0
270,새해에는 좋은 사람들과 함께 행복하고 따뜻한 시간을 보낼 수 있기를 바랍니다.,0
311,새해에는 좋은 인연이 찾아와 행복한 일들이 연이어 일어나기를 기대합니다.,0
65,"새해에는 좋은 일만 가득하고, 건강하길 기원해.",0
596,새해에는 좋은 일만 가득하길 바랍니다.,0
15,새해에는 좋은 일만 가득하시길 바라요.,0
386,새해에는 지식과 경험을 쌓으며 더욱 성장하는 모습을 보여주길 바랍니다.,0
463,새해에는 항상 긍정적이고 밝은 마음으로 모든 일을 진행하는 모습을 보여주길 바랍니다.,0
271,"새해에는 행복과 사랑이 넘치며, 모든 일이 원하시는 대로 풀리기를 기원합니다.",0
21,새해에는 행복을 나눌 수 있는 기회와 즐거움이 더욱 늘어날 것입니다.,0
18,새해에는 행복을 찾는 모든 여정들이 더욱 풍요로워질 수 있기를 기원합니다.,0
85,새해에는 행복을 찾아 나서는 모험을 함께 하길 바랍니다.,0
639,새해에는 행복이 가득한 모든 순간들이 당신을 찾아갈 것입니다.,0
343,새해에는 행복이 가득한 미래가 당신을 기다리고 있습니다.,0
562,새해에는 행복이 주는 힘으로 모든 어려움을 극복해 나갈 수 있기를 기원합니다.,0
61,새해에는 행복한 마음으로 모든 도전에 임하여 더 큰 성공을 이뤄나갈 수 있기를 바랍니다.,0
115,새해에는 행복한 마음으로 하고자 했던 모든 일들을 시작해보세요.,0
156,새해에는 행복한 삶을 즐기며 더 많은 자신감을 가질 수 있기를 기원합니다.,0
567,새해에는 행복한 순간들로 가득한 기억들을 만들어 가세요.,0
412,새해에는 행복한 순간들이 당신의 삶을 더욱 풍요롭게 만들어 갈 것입니다.,0
232,새해에는 행복한 일들이 당신을 만날 수 있길 바랍니다.,0
294,"새해에는 행운과 풍요가 함께하며, 모든 일이 원활하게 이루어지기를 바랍니다.",0
285,새해에는 행운과 행복이 늘 함께하는 해가 되길 기원합니다.,0
138,"새해에는 행운이 늘 따라다니며, 행복한 순간들이 가득하길 기원합니다.",0
416,새해에는 행운이 따르는 새로운 시작들이 찾아오길 기원합니다.,0
938,"새해에도 건강하시고, 행복한 일만 가득하시길 바랍니다.",0
472,새해에도 꽃길만 걷자! 항상 너의 곁에서 응원할께!,0
22,새해에도 서로의 좋은 파트너가 되어 서로를 응원합시다. 모두 새해 복 많이 받으세요!,0
348,새해에도 여러분과 함께 더 많은 순간을 나누고 싶어요.,0
555,새해에도 우리 팀의 성공을 위해 함께 힘내요! 새해 복 많이 받으세요!,0
499,"새해에도 함께 성장하며, 더 큰 결실을 맺을 수 있기를 기대합니다.",0
571,새해의 모든 소망을 모두 이루는 날들이 되세요.,0
12,새해의 소망을 웃음과 기쁨으로 가득찬 2024년이 되시길 바랍니다.,0
71,생축생축~,0
